gene,drug,gene_symbol_of_protein_target,tumor_type,Q_value,p_value,correlation_r,data_size,gex_dir,gex_r,gex_z,gex_num_cells,cnv_dir,cnv_r,cnv_z,cnv_num_cells,Q_value_dep,p_value_dep,correlation_r_dep,data_size_dep
HLA-DQB1,SCH-79797,F2R,PanCancer,1095.1013450994794,0.3348933777062628,0.045817266128955265,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,palmostatin B,LYPLA1,PanCancer,1095.302425421337,0.33495487015943026,-0.05633139667441659,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,pazopanib,FLT1;FLT3;KDR;KIT;PDGFRB,PanCancer,1095.3041171913221,0.334955387520282,-0.0463910203977972,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB5,CBB-1007,KDM1A,PanCancer,1097.3907345246932,0.33559349679654227,0.06809390218406007,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB5,sildenafil,PDE5A,PanCancer,1098.0638543391974,0.33579934383461696,0.04652608285748326,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,serdemetan:SCH-529074 (1:1 mol/mol),MDM2;TP53,PanCancer,1099.0763283894576,0.3361089689264396,0.046280534698646736,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DQA1,dasatinib,EPHA2;KIT;LCK;SRC;YES1,PanCancer,1099.1454062865964,0.33613009366562585,-0.045803810414754294,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB5,Compound 1541A,CASP3;CASP6;CASP7,PanCancer,1099.336335063328,0.33618848167074256,0.04721125644703373,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB5,BMS-195614,RARA;RARB;RARG,PanCancer,1099.930974072034,0.3363703284623957,0.046362991882673066,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,KU 0060648,PRKDC,PanCancer,1100.8918525852353,0.33666417510251845,0.04606775130995739,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,selumetinib:BRD-A02303741 (4:1 mol/mol),MAP2K1;MAP2K2;DOT1L,PanCancer,1104.244074646243,0.33768931946368286,0.045970211548229396,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,sotrastaurin,PRKCB,PanCancer,1105.4376307475463,0.33805432132952484,-0.05597178484960015,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB5,CR-1-31B,EIF4A2;EIF4E;EIF4G1,PanCancer,1107.837002242862,0.3387880740803859,0.045347554550187893,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,KU-60019,ATM,PanCancer,1110.3225501254983,0.33954818046651325,-0.04548120818312354,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,PF-573228,PTK2,PanCancer,1111.378491614262,0.33987109835298535,-0.04560624183333401,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,leptomycin B,XPO1,PanCancer,1115.849561871451,0.341238398125826,0.04481711618483311,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQB1,PF-543,SPHK1,PanCancer,1116.2309943940388,0.3413550441571984,0.04604841329908199,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB5,sotrastaurin,PRKCB,PanCancer,1117.7973474014245,0.3418340511930962,-0.05553608321507771,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,sunitinib,FLT1;FLT3;KDR;KIT;PDGFRA;PDGFRB,PanCancer,1118.5393615193677,0.3420609668254947,-0.04582049950190707,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQB1,PIK-93,PIK3CG,PanCancer,1118.6316545667805,0.34208919099901547,0.04652660920898677,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
RBFOX1,LE-135,RARB,PanCancer,1122.8284258726235,0.34337260730049646,-0.04548518456455235,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB1,Ki8751,KDR;KIT;PDGFRA,PanCancer,1123.1806914601493,0.3434803337798622,-0.04622683624205783,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,blebbistatin,MYH1;MYH2,PanCancer,1125.488805694444,0.3441861791114508,0.08428680092518268,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,cediranib,FLT1;FLT4;KDR,PanCancer,1125.7222059492265,0.3442575553361549,-0.06705371104920325,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQB1,NSC95397,CDC25A;CDC25B;CDC25C,PanCancer,1126.4130993800957,0.3444688377309161,-0.04739036093254211,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,cabozantinib,FLT3;KDR;MET;RET,PanCancer,1126.4543613740568,0.3444814560776932,-0.0454858272865778,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQB1,pluripotin,MAPK1;RASAL1,PanCancer,1126.9077576967811,0.34462010938739485,0.04495536830512743,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,PLX-4032,BRAF,PanCancer,1129.2145216868737,0.3453255418002672,-0.04545904542165606,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
TPTE,OSI-930,KDR;KIT,PanCancer,1130.1359891802235,0.34560733614074113,-0.04910174125366191,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB5,BRD-A02303741,DOT1L,PanCancer,1131.9690083187206,0.34616789245220814,-0.04710569691142405,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
TPTE,brivanib,FLT1;KDR,PanCancer,1132.2268379621046,0.3462467394379525,-0.04563792326214548,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,R428,AXL,PanCancer,1133.6260132896336,0.3466746218011112,-0.054067464287086364,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,skepinone-L,MAPK14,PanCancer,1134.2668419816148,0.34687059387816965,0.06669225377867705,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,GSK4112,NR1D1,PanCancer,1134.568132984748,0.3469627317996171,0.044737772071006335,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB1,L-685458,APH1A;NCSTN;PSEN1;PSENEN,PanCancer,1134.5885907295485,0.34696898799068765,0.04458611838132385,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,veliparib,PARP1;PARP2,PanCancer,1136.304918980133,0.34749385901533114,-0.04443789632340459,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB5,fulvestrant,ESR1;GPER1,PanCancer,1137.773503356878,0.3479429673874245,0.08534640008213887,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,quizartinib,FLT3,PanCancer,1138.757090379701,0.3482437585259024,-0.045290271419834986,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DQA1,linsitinib,IGF1R;INSR,PanCancer,1140.9214564436134,0.3489056441723588,0.04496686333014923,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,birinapant,DIABLO;XIAP,PanCancer,1143.274016383528,0.34962508146285265,-0.04469433072019903,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB1,tivantinib,MET,PanCancer,1143.576021887484,0.3497174378860808,-0.06613439795088111,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
TPTE,TG-101348,JAK2,PanCancer,1144.7149436792297,0.35006573201199687,-0.04480725220809192,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
RBFOX1,AZD7762,CHEK1;CHEK2,PanCancer,1145.8909860111146,0.35042537798505036,-0.04462023034975296,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,AZD7545,PDK2,PanCancer,1149.4187919345952,0.3515042177170016,-0.044725232054344186,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
RBFOX1,TG-101348,JAK2,PanCancer,1149.7540110227267,0.3516067311996106,-0.044664288237662324,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
RBFOX1,DBeQ,VCP,PanCancer,1150.7735653856723,0.3519185215246704,-0.04468681196879812,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB5,SB-225002,CXCR2,PanCancer,1151.5962559072752,0.3521701088401453,0.04391099661698228,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,PLX-4032,BRAF,PanCancer,1155.0841487389596,0.3532367427336268,-0.04471961063891585,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,CAY10594,PLD2,PanCancer,1155.516153064145,0.35336885414805663,0.04496899541743557,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,CBB-1007,KDM1A,PanCancer,1155.9679152209296,0.3535070077128225,0.06561718842029021,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
TPTE,BI-2536,PLK1,PanCancer,1157.5309735368958,0.35398500719782744,0.04409102533461365,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQA1,obatoclax,BCL2;BCL2L1;MCL1,PanCancer,1157.592879418268,0.3540039386600208,0.04418939787132376,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
TPTE,alisertib:navitoclax (2:1 mol/mol),AURKA;AURKB;BCL2;BCL2L1;BCL2L2,PanCancer,1159.9470759748501,0.3547238764449083,0.04616210697473544,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB5,veliparib,PARP1;PARP2,PanCancer,1161.0758041169374,0.35506905324676985,0.0437451377214716,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQA1,ML334 diastereomer,KEAP1;NFE2L2,PanCancer,1161.5597159687952,0.35521703852256736,0.053562311398178644,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,YK 4-279,DHX9;ERG;ETV1,PanCancer,1162.6680572911707,0.355555980822988,0.04414770028370199,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,purmorphamine,SMO,PanCancer,1164.1963178876094,0.3560233388035503,0.04542038085213501,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQB1,SR-II-138A,EIF4A2;EIF4E;EIF4G1,PanCancer,1165.8033904902138,0.35651479831505006,0.043711899917354254,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
TPTE,KU 0060648,PRKDC,PanCancer,1166.4467868242843,0.35671155560375667,-0.04419349810757224,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB5,BRD-A02303741:navitoclax (2:1 mol/mol),DOT1L;BCL2;BCL2L1;BCL2L2,PanCancer,1167.770765731364,0.3571164421196832,0.045045464887399446,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,BRD-K55473186,NOTCH1,PanCancer,1168.6777403698259,0.3573938043944421,-0.05510694039821942,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQB1,Ch-55,RARA;RARB;RARG,PanCancer,1168.9142156035641,0.3574661209796832,0.04372397181645052,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
TPTE,BRD-K24690302,HDAC1,PanCancer,1172.2195334929568,0.3584769215574791,0.043681554068633534,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,BRD-K51490254,HDAC6;HDAC8,PanCancer,1173.0163661097085,0.3587206012567916,0.04468222736426587,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB1,WZ8040,EGFR,PanCancer,1174.4987555909172,0.35917393137336917,0.04579432758664014,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,GW-405833,CNR2,PanCancer,1175.4549500689309,0.359466345586829,-0.04379042677262893,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,crizotinib:PLX-4032 (2:1 mol/mol),ALK;MET;BRAF,PanCancer,1177.9511828787915,0.36022971953479865,0.044177281353074034,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB5,TPCA-1,IKBKB,PanCancer,1177.9615400970308,0.3602328868798259,0.043670843803464025,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB5,CI-976,ACAT1,PanCancer,1181.8602486133177,0.36142515248113694,-0.04432667998539426,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
TPTE,pandacostat,HDAC1;HDAC2;HDAC3;HDAC6;HDAC8,PanCancer,1182.4674105808726,0.36161082892381424,-0.043897287881289486,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB1,PI-103,MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC,PanCancer,1183.6178255614457,0.36196263778637483,0.043563622686306536,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DQB1,OSI-027,MTOR,PanCancer,1184.6555835034264,0.36227999495517627,0.04323964782761329,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,NSC30930,SRD5A2,PanCancer,1184.7953575858262,0.3623227393228826,0.04333352781258449,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,tosedostat,ANPEP;LAP3;NPEPPS,PanCancer,1187.0580272801737,0.3630146872416433,-0.044549631136831455,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
TPTE,BMS-270394,RARG,PanCancer,1188.8739933123934,0.36357002853590015,0.0433686086333388,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,masitinib,KIT;PDGFRA;PDGFRB,PanCancer,1189.051496046819,0.36362431071768164,-0.04412424039760719,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
RBFOX1,trametinib,MAP2K1;MAP2K2,PanCancer,1191.9090702552792,0.3644981866224095,0.06397662625531672,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
TPTE,alisertib,AURKA;AURKB,PanCancer,1192.9043058862928,0.36480254002638923,0.04340601779332233,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,etoposide,TOP2A,PanCancer,1193.0422351793297,0.36484472023832715,-0.04375494061005917,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB5,NVP-231,CERK,PanCancer,1193.7799728676073,0.3650703280940695,-0.043481671958183817,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,nutlin-3,MDM2,PanCancer,1196.205196810647,0.3658119867922468,-0.043514927307303906,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
TPTE,PF-750,FAAH,PanCancer,1201.9632419475934,0.3675728568647074,0.045000494031328796,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,VX-680,AURKA;AURKB;AURKC,PanCancer,1205.4133797477054,0.36862794487697415,-0.1260049328295747,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB5,NSC48300,TASP1,PanCancer,1206.5606191655752,0.36897878261944195,-0.0428824025104203,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,gossypol,BCL2;BCL2L1;LDHA;LDHB;LDHC,PanCancer,1206.623729191027,0.36899808232141496,0.043892379194325336,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
TPTE,BMS-536924,IGF1R;INSR,PanCancer,1207.039926997103,0.36912535993795204,0.043724435754589175,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
RBFOX1,carboplatin:etoposide (40:17 mol/mol),TOP2A,PanCancer,1212.2035142317804,0.37070443860299096,-0.04292425694188062,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB5,lovastatin,HMGCR,PanCancer,1212.8398724946915,0.3708990435763583,0.04261386836858528,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
TPTE,belinostat,HDAC1;HDAC2;HDAC3;HDAC6;HDAC8,PanCancer,1213.047187268623,0.37096244258979294,0.06312080174082219,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,PF-3758309,PAK4,PanCancer,1214.7128409480017,0.37147181680367025,0.06289741294468269,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,968,GLS,PanCancer,1215.7102375742695,0.3717768310624677,0.07866781982475138,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,imatinib,ABL1;BCR;KIT,PanCancer,1217.162296556331,0.37222088579704316,-0.04293685457536968,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,PLX-4720,BRAF,PanCancer,1217.6740736264303,0.37237739254630897,-0.04287321057533085,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,PRL-3 inhibitor I,PTP4A3,PanCancer,1218.4157858783728,0.37260421586494585,0.04325443002460829,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB1,erlotinib:PLX-4032 (2:1 mol/mol),EGFR;ERBB2;BRAF,PanCancer,1218.7062597444685,0.37269304579341545,0.04424700205706246,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,etomoxir,CPT1A,PanCancer,1218.9244067495822,0.3727597574157744,0.042496755529125727,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
TPTE,oligomycin A,ATP5L2,PanCancer,1219.1764150198142,0.3728368241650808,-0.042733465123140316,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,AZD6482,PIK3CB;PIK3CD,PanCancer,1221.5342784925738,0.3735578833310623,-0.04232979656518533,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,selumetinib:piperlongumine (8:1 mol/mol),MAP2K1;MAP2K2,PanCancer,1225.1491393598405,0.3746633453699818,0.04311938676697954,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB1,NSC23766,RAC1;TIAM1;TRIO,PanCancer,1227.5068787134433,0.3753843665790346,-0.04265378117390827,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,R428,AXL,PanCancer,1229.1304993664016,0.37588088665639197,0.05088030449524553,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB5,AT13387,HSP90AA1,PanCancer,1229.6019690977446,0.3760250670023684,-0.06277017710000625,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,GW-843682X,PLK1;PLK3,PanCancer,1230.0561436871437,0.3761639583141112,-0.04355302394053928,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,968,GLS,PanCancer,1235.2516850769111,0.3777528088920218,0.07769262270893507,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,Ch-55,RARA;RARB;RARG,PanCancer,1238.5668963477438,0.378766634968729,0.04182348607358247,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB1,YM-155,BIRC5,PanCancer,1238.5952870110007,0.37877531712874635,0.04417995620601612,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DQA1,SB-225002,CXCR2,PanCancer,1240.0655959132457,0.3792249528786684,0.041503143659481476,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,BRD-A71883111,IDH1,PanCancer,1240.7266412153465,0.3794271074053047,0.04181285744866775,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQB1,carboplatin:UNC0638 (2:1 mol/mol),EHMT1;EHMT2,PanCancer,1242.8666972774563,0.38008155880044536,-0.043302039185162296,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,RITA,MDM2;TP53,PanCancer,1243.1955410353037,0.3801821226407657,0.04237468695168174,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
